0,1,2,3,4,5,6,7,8,9,true label,f(x)
0.006320455,0.003781647,0.15624365,0.31116772,0.20642963,0.07220815,0.19751151,0.03968177,0.001114038,0.005541461,6,3
0.36491737,0.00885527,0.049314976,0.036203053,0.01693529,0.012464448,0.006087279,0.008374048,0.47999024,0.01685801,8,8
0.077081844,0.014859517,0.013212113,0.00549815,0.003682695,0.0009814,0.000249286,0.001820568,0.8509549,0.031659517,8,8
0.50378484,0.051856633,0.06942758,0.028968386,0.027714323,0.006142704,0.04802502,0.026096366,0.083184,0.15480009,0,0
0.002829891,8.11E-05,0.8005483,0.016201034,0.12464969,0.030016484,0.014874251,0.010545824,9.21E-05,0.000161219,2,2
0.1682325,0.1979142,0.005801609,0.005860163,0.012370233,0.003208516,0.001149931,0.08287302,0.020321375,0.50226843,9,9
0.010618675,0.007621283,0.10710201,0.4272746,0.049633045,0.27785408,0.018823916,0.0768798,0.022416567,0.001776029,3,3
0.004319683,0.001888508,0.024800954,0.16095261,0.029546445,0.6029622,0.036996044,0.13196371,0.001057744,0.005512164,3,5
0.153697,0.014546525,0.011216252,0.017783571,0.017088464,0.015151475,0.005223003,0.04137681,0.62471414,0.099202745,8,8
0.07877103,0.03019408,0.005776741,0.001266736,0.005402906,0.000696089,0.000150096,0.002565413,0.8665707,0.008606309,8,8
0.03871367,0.8757972,0.004962843,0.009410172,0.000644507,0.01701319,0.001294542,0.001763356,0.015647115,0.03475353,1,1
0.021792492,0.87337035,0.023067199,0.006696522,0.001099941,0.003314507,0.003015474,0.001006628,0.004467465,0.06216947,1,1
0.06607387,0.000649725,0.03358145,0.06175941,0.051478602,0.11343049,0.002102146,0.59934616,0.046405733,0.025172442,7,7
0.0721944,0.028113743,0.25492305,0.39786425,0.03716647,0.09147651,0.012763348,0.03232532,0.053759348,0.019413557,2,3
0.019225828,0.004643767,0.15302584,0.057848964,0.27784842,0.105173886,0.02063068,0.23129384,0.025728993,0.104579695,5,4
0.08643825,0.07252735,0.31179932,0.09151143,0.06275021,0.16291237,0.009491362,0.12271637,0.026634773,0.053218555,2,2
0.25509772,0.017911244,0.13401176,0.12194964,0.030345004,0.12521672,0.004975263,0.17980225,0.030565225,0.100125164,7,0
0.061952148,0.039533418,0.008181067,0.030740138,0.00869051,0.028032163,0.004797623,0.029778976,0.55460656,0.2336874,8,8
0.024405146,0.027452111,0.000117135,0.000119862,8.26E-05,2.45E-05,2.32E-05,0.000603856,0.015867693,0.93130386,9,9
0.6817984,0.020933876,0.007364286,0.006833975,0.001489343,0.002481689,0.000102899,0.003230992,0.25191185,0.02385266,0,0
0.005688591,0.00914825,0.23324347,0.13245071,0.18066354,0.18330173,0.19124547,0.03837581,0.022530228,0.003352146,3,2
0.32938236,0.058511402,0.009574475,0.001990277,0.007115488,0.002831678,0.000169721,0.004393154,0.55273813,0.033293255,8,8
0.003303308,0.00344422,0.08068273,0.011579253,0.1526197,0.015818043,0.72600144,0.002617501,0.001325276,0.002608626,6,6
0.004091122,0.001778073,0.16274777,0.010393836,0.61552525,0.037821364,0.012647211,0.14316252,0.004915561,0.006917329,4,4
0.002625772,0.001509256,0.02784158,0.12726463,0.21533468,0.057982665,0.46700525,0.09378951,0.004958333,0.001688317,6,6
0.002646019,0.002791243,0.050199624,0.015582056,0.03441328,0.006226522,0.88045675,0.006693216,0.000564474,0.000426875,6,6
0.55076355,0.002565828,0.30124754,0.01876132,0.008522309,0.014741132,0.006435339,0.0009612,0.08814116,0.007860709,0,0
0.63920677,0.03369586,0.17795637,0.013661854,0.006171248,0.007287179,0.031893123,0.013844,0.042921554,0.033362135,0,0
0.13369948,0.01344427,0.13760778,0.13506486,0.13755482,0.08608192,0.045611374,0.23299727,0.022495706,0.055442613,7,7
0.005295632,0.001709898,0.1232623,0.05540175,0.5333567,0.06172719,0.009011616,0.1804059,0.027597709,0.002231366,4,4
0.011905429,0.002043515,0.043252666,0.08023746,0.31551635,0.13434272,0.15666167,0.17146255,0.08112651,0.003451075,5,4
0.01100581,0.07012203,0.038663372,0.13794325,0.009770888,0.21366449,0.42762348,0.033454377,0.009663836,0.04808849,6,6
0.001727348,0.000472234,0.056839354,0.5640873,0.044500306,0.026002789,0.30074182,0.004098524,0.000930711,0.000599651,3,3
0.005065747,0.69676054,3.85E-05,0.000584755,3.66E-05,8.98E-05,7.67E-06,0.000813768,0.0139656,0.28263712,1,1
0.003888012,0.87773067,0.00055255,0.001343244,9.40E-05,0.000949344,6.48E-05,0.000792833,0.00619452,0.10839008,1,1
0.15025793,0.007480253,0.15275086,0.1561249,0.07208917,0.16890216,0.18976855,0.009758811,0.08897171,0.003895602,3,6
0.000325864,0.00030444,0.04158581,0.007794377,0.027547358,0.003392708,0.9100114,0.00683614,0.000518577,0.001683407,6,6
0.021399317,0.08359811,0.006236079,0.07644498,0.002704152,0.009363321,0.002532584,0.009604329,0.78449994,0.003617203,8,8
0.03877123,0.017681964,0.109946795,0.20311022,0.020675257,0.24699406,0.007081124,0.32720044,0.013763341,0.014775558,7,7
0.006920115,0.001461121,0.031559173,0.1433712,0.49174073,0.070955954,0.12921977,0.069111474,0.002093824,0.05356662,4,4
0.5098907,0.03981264,0.094912104,0.040978473,0.01609583,0.02629633,0.002658634,0.044614498,0.16581133,0.058929525,0,0
0.048897818,0.021857187,0.5890794,0.016468186,0.04229033,0.009021866,0.26418903,0.001610868,0.004362581,0.002222705,6,2
0.00862046,0.000438338,0.7149851,0.10936104,0.029624632,0.06916938,0.050641757,0.010711457,0.005770941,0.00067693,2,2
0.004471439,0.9036832,0.000284074,0.000698036,0.000836659,0.000760922,0.000426581,0.000732959,0.022614777,0.06549134,1,1
0.025137572,0.010535514,0.038593452,0.4089126,0.10274153,0.27248213,0.05697274,0.06306877,0.002094569,0.019461023,3,3
0.5784678,0.011724545,0.11315767,0.042841252,0.107060894,0.017259793,0.003087143,0.021446446,0.10097607,0.003978417,0,0
0.009648699,0.007001848,0.097471595,0.12843928,0.52380645,0.046007197,0.016201809,0.15691984,0.004332848,0.010170478,4,4
0.004286583,0.015313651,0.058441944,0.13116027,0.055572234,0.0738385,0.62576747,0.01701686,0.008620602,0.009981888,2,6
0.047541965,0.018513488,0.1431147,0.07847196,0.06985582,0.045967124,0.065080374,0.49860168,0.02247294,0.010379905,7,7
0.048287388,0.02922292,0.007795835,0.00440815,0.00888193,0.002786667,0.005022545,0.001621082,0.85862666,0.033346716,8,8
0.1788842,0.026212195,0.29430985,0.11982062,0.0387695,0.12317951,0.03601859,0.15861154,0.0122612,0.011932697,3,2
0.004236719,0.6785706,0.003158692,0.006446592,0.001653846,0.00451268,0.001089559,0.007151351,0.006011452,0.28716853,1,1
0.027907982,0.00355304,0.39073983,0.05426758,0.19844577,0.1386539,0.036903307,0.14527096,0.000464798,0.00379282,2,2
0.117089726,0.05170632,0.016717177,0.007050091,0.009892885,0.002857244,0.001605908,0.009695513,0.6651794,0.11820564,8,8
0.076315455,0.02527409,0.34738764,0.13831176,0.051630717,0.04627731,0.14857568,0.007350331,0.119876,0.039001014,0,2
0.17840537,0.016046077,0.059567597,0.07217406,0.03236512,0.021345759,0.003045555,0.013499962,0.59036314,0.013187281,8,8
0.001787521,0.001417704,0.053147446,0.3335631,0.1624513,0.28568104,0.068720825,0.08632572,0.001746174,0.005159137,3,3
0.05778892,0.019337744,0.08002442,0.20285687,0.14482145,0.23749429,0.12296046,0.04329608,0.011126649,0.08029305,5,5
0.13786551,0.03292533,0.36436486,0.17413051,0.045627907,0.045901883,0.056728873,0.045053147,0.061940655,0.03546134,2,2
0.001140225,5.64E-05,0.11842033,0.017081438,0.75990754,0.010354136,0.03817371,0.0536785,0.000841732,0.000346004,4,4
0.00214162,0.969329,2.10E-05,2.53E-05,3.94E-06,6.78E-06,3.35E-06,3.19E-05,0.001207636,0.027229378,1,1
0.049729217,0.089018054,0.007587243,0.011943059,0.005003947,0.00620913,0.000826374,0.00792284,0.6084907,0.21326946,8,8
0.003571382,0.13208497,3.58E-05,0.00014908,1.43E-05,0.000127121,9.64E-06,0.000221932,0.001730855,0.8620549,9,9
0.06338273,0.4411428,0.018537616,0.05085464,0.004550906,0.031341594,0.008127462,0.029269127,0.04967021,0.30312312,1,1
0.032265738,0.012107501,0.3758456,0.20542291,0.06336333,0.22180787,0.024255496,0.02772806,0.022333821,0.014869653,2,2
0.002410813,0.04771834,0.000625421,0.001987471,0.002236114,0.002380373,0.00046665,0.013698526,0.012294957,0.9161814,9,9
0.012668704,0.02231476,0.016108777,0.025056258,0.06299485,0.052888926,0.000755117,0.66993195,0.011163099,0.12611756,7,7
0.002215827,0.000377903,0.46702433,0.017796904,0.2288851,0.058115713,0.1872602,0.035978276,0.001062161,0.001283592,2,2
0.1988193,0.058531977,0.008481693,0.000945185,0.002462547,0.000645393,0.000128878,0.000357781,0.629494,0.10013324,9,8
0.007827085,0.001875488,0.15157597,0.13418816,0.23363614,0.07123163,0.3785743,0.016851848,0.002991806,0.001247546,6,6
0.006611897,0.003682752,0.11729232,0.026972055,0.021922642,0.7644439,0.000974033,0.054992896,0.000831365,0.002276112,5,5
0.0078405,0.001273722,0.01727693,0.2487397,0.011780132,0.020040428,0.6768207,0.004633165,0.009942625,0.001652067,6,6
0.005089914,0.003047492,0.014221085,0.26595947,0.023108177,0.5799506,0.015362431,0.05250731,0.005865353,0.03488821,3,5
0.07640445,0.053105477,0.006946117,0.008986368,0.005644071,0.005079918,0.005556456,0.002188728,0.82144094,0.014647671,8,8
0.05859656,0.011813614,0.21233632,0.122580886,0.19526228,0.06971355,0.13675803,0.052995425,0.030838704,0.109104656,7,2
0.001033828,0.001092923,0.03806044,0.3880317,0.02545297,0.12235102,0.38936174,0.030732214,0.000939887,0.00294325,6,6
0.001662925,0.002046951,0.13151523,0.13950846,0.06866986,0.13313589,0.47329882,0.04028551,0.001483898,0.008392538,2,6
0.006701972,0.0065342,0.13194658,0.19523667,0.050406948,0.52098066,0.015139284,0.06853068,0.002938139,0.0015848,5,5
0.02595502,0.006635499,0.07088694,0.2846059,0.01047042,0.45901653,0.003937256,0.119392335,0.011261853,0.007838182,2,5
0.3194038,0.075545,0.10640096,0.09089616,0.00960064,0.01313937,0.01721878,0.032640684,0.21738414,0.11777046,8,0
0.039791003,0.15719299,0.003371145,0.009635055,0.002285992,0.004966117,0.002541089,0.002218257,0.024534546,0.75346375,9,9
0.008420798,0.051882494,0.050171617,0.18543896,0.091533735,0.040689476,0.51975995,0.011957442,0.02153584,0.018609645,6,6
0.5568315,0.11016915,0.042300515,0.011315771,0.009109306,0.005578408,0.001391844,0.028089363,0.10949417,0.12572005,0,0
0.66249573,0.005635092,0.21500054,0.05033517,0.02105976,0.016561247,0.007044681,0.003662877,0.013411695,0.004793134,0,0
0.002035205,0.00075616,0.1140668,0.19069715,0.030393355,0.41740462,0.22132926,0.011513947,0.009722185,0.002081337,5,5
0.012999577,0.000437469,0.20788695,0.34807074,0.027544897,0.32823443,0.052891374,0.018177127,0.002661981,0.001095497,2,3
0.022190074,0.11306188,0.004404041,0.02724436,0.00347811,0.006261344,0.00256432,0.006918795,0.061506927,0.7523702,9,9
0.013270902,0.001240985,0.04542473,0.47528067,0.06915165,0.3205989,0.03525287,0.03479758,0.002555364,0.002426272,5,3
0.14034174,0.000759212,0.07763104,0.007223467,0.568125,0.005553927,0.002862592,0.13667923,0.048216783,0.012607069,4,4
0.34644294,0.003540739,0.52970004,0.057544827,0.015692284,0.025933307,0.00463973,0.005783866,0.004557805,0.00616459,2,2
0.014646924,0.90214247,0.003860736,0.00199573,0.000210731,0.00044989,0.000239297,0.0007144,0.011388731,0.064351134,1,1
0.003776976,0.007499629,0.21014152,0.26249298,0.036459744,0.18154772,0.21315256,0.059464894,0.015578751,0.009885256,6,3
0.002524371,0.005653285,0.09810606,0.017667593,0.15593593,0.018963734,0.68989795,0.009180808,0.001160529,0.000909717,6,6
0.5683568,0.006795004,0.068981186,0.032049723,0.04477695,0.030509895,0.007264504,0.051259022,0.12534109,0.06466572,8,0
0.019796267,0.001176351,0.02985283,0.014778022,0.55577,0.019147247,0.00538169,0.34466124,0.002109793,0.007326613,4,4
0.07530091,0.01038303,0.012356238,0.004839266,0.024937745,0.002669002,0.000607232,0.01589656,0.81665784,0.03635211,8,8
0.003395084,0.000548694,0.16498177,0.09390946,0.51564044,0.09368178,0.09540603,0.027634423,0.00362288,0.001179416,4,4
0.030617135,0.005364297,0.035822272,0.13971137,0.021307753,0.25438407,0.014470409,0.2754733,0.00459508,0.21825427,5,7
0.18890584,0.011288886,0.2242012,0.08961008,0.1432812,0.019025622,0.08934505,0.14613883,0.048572823,0.039630365,0,2
0.06986809,0.09208038,0.011069945,0.017310178,0.016261837,0.018106874,0.008466733,0.036366478,0.1642122,0.56625724,9,9
0.24621107,0.07259124,0.070212334,0.12542945,0.060457893,0.016345743,0.17644244,0.06172447,0.03076865,0.1398167,9,0
0.05014882,0.2549643,0.025304262,0.05045043,0.033063203,0.013213717,0.004453666,0.016571768,0.16395834,0.3878715,9,9
0.082900874,0.002285774,0.06293072,0.04564964,0.03632792,0.11182144,0.015944317,0.048088472,0.5621347,0.031916168,8,8
0.039218843,0.11400585,0.000436527,0.000685035,0.000424148,0.00053236,0.002231277,0.006561851,0.04224231,0.7936619,9,9
0.009784963,0.09424621,0.00020973,0.00241744,0.000269907,0.000447955,0.000109226,0.002712386,0.004078351,0.88572395,9,9
0.067888886,0.001290602,0.06762202,0.23106797,0.10325109,0.11748152,0.3036034,0.013732005,0.072378874,0.021683563,3,6
0.001460608,0.000374657,0.009987374,0.016733916,0.09661292,0.055712856,0.001713124,0.81349355,0.000277162,0.003633852,7,7
0.023610763,0.005544335,0.09833448,0.48706564,0.015305502,0.2946149,0.016274372,0.039989308,0.008248762,0.011011861,5,3
0.3065841,0.054606404,0.019285781,0.007886179,0.01869406,0.003388451,0.002861921,0.027341273,0.25873524,0.30061665,0,0
0.26965111,0.061486717,0.13596666,0.091860026,0.021499969,0.033700153,0.016163537,0.016875744,0.33040947,0.022386674,0,8
0.001427467,0.000466996,0.017218683,0.1397182,0.011445503,0.71519667,0.002307333,0.107296735,0.001470549,0.003451952,5,5
0.028181382,0.000877057,0.66042596,0.066014476,0.04915005,0.026718393,0.16040291,0.004847634,0.001623765,0.001758269,2,2
0.008672508,0.001345728,0.14274146,0.18946527,0.47432274,0.047822937,0.111725494,0.013817295,0.007244238,0.002842433,2,4
0.08388381,0.012564153,0.24786645,0.20007876,0.08764681,0.18023889,0.13520546,0.039523993,0.00210696,0.010884724,3,2
0.073269926,0.002842289,0.004350802,0.003591849,0.008318775,0.001095318,0.000597965,0.002880567,0.8948671,0.008185447,8,8
0.028966723,0.006480075,0.219037,0.09651558,0.040304814,0.06428513,0.523618,0.01153651,0.004166524,0.005089731,6,6
0.04016159,0.02105557,0.3622763,0.3392406,0.036504503,0.077302225,0.04375418,0.022335919,0.032844163,0.024525011,3,2
0.017342005,0.001839687,0.3103441,0.38828054,0.058400232,0.121456094,0.07311187,0.02447348,0.001264855,0.003487123,4,3
0.65236145,0.03574092,0.030785155,0.006197507,0.006024014,0.004002072,0.000278017,0.001677518,0.23568073,0.027252555,0,0
0.002500184,0.005416147,0.2741877,0.1601086,0.02087531,0.15669857,0.32602334,0.02642308,0.003439267,0.024327729,5,6
0.019194946,0.21178196,0.029876122,0.08276644,0.015352516,0.069464065,0.025490023,0.07129647,0.34858987,0.12618746,8,8
0.30260527,0.020255104,0.10360379,0.15525083,0.114873044,0.06528175,0.023826411,0.1415064,0.011464039,0.061333336,0,0
0.061277196,0.73279744,0.00342727,0.004649367,0.007230944,0.004232897,0.004933432,0.023406819,0.019242842,0.13880175,1,1
0.006912077,0.006108293,0.08002771,0.13098563,0.1361825,0.16600263,0.102109134,0.36286187,0.003420519,0.005389619,7,7
0.063434824,0.010498789,0.36472964,0.052474342,0.28861502,0.106492795,0.06839636,0.027830448,0.006992441,0.010535263,2,2
0.012597734,0.050851453,0.018686235,0.022614082,0.003581007,0.007806532,0.005482478,0.010060681,0.7889109,0.079408824,8,8
0.027511677,0.000756161,0.1090171,0.26050797,0.11149853,0.14631985,0.011544887,0.038008723,0.2729935,0.02184162,8,8
0.005864893,0.001219865,0.07429174,0.12699685,0.049497224,0.18201602,0.028172217,0.52962714,0.000913736,0.001400271,7,7
0.05913216,0.025014564,0.102625184,0.07273302,0.034350943,0.017425636,0.014152925,0.01024952,0.63850266,0.025813336,8,8
0.001503814,0.000760553,0.035031375,0.28185302,0.11836152,0.38376012,0.002723742,0.16968654,0.002015617,0.004303691,5,5
0.31858724,0.19592921,0.049012654,0.022305738,0.01814768,0.009688164,0.011261313,0.06867884,0.1269351,0.17945406,1,0
0.14650074,0.003180913,0.006937096,0.001073873,0.000748138,0.000806911,0.000326493,0.00275521,0.8261313,0.011539393,8,8
0.032754708,0.085779026,0.042791337,0.03910792,0.027392376,0.1095139,0.003103934,0.5566313,0.017523628,0.08540187,7,7
0.013407463,0.8063158,0.012594378,0.026082274,0.006618463,0.004149921,0.00587046,0.001556617,0.02741801,0.09598674,1,1
0.000392394,3.15E-05,0.019496351,0.50456744,0.03493775,0.41084644,0.014053221,0.014615107,0.000341496,0.000718365,3,3
0.6755691,0.005681852,0.03191813,0.01609828,0.016564824,0.014893795,0.003205802,0.008484201,0.22126983,0.006314116,0,0
0.001506252,0.000768342,0.14902651,0.035388697,0.463711,0.17957711,0.12627354,0.040777154,0.001750051,0.001221279,5,4
7.84E-05,2.58E-06,0.000307231,0.000103622,0.01577662,0.00100082,2.03E-05,0.98269767,2.49E-06,1.02E-05,7,7
0.024046017,0.026554396,0.000535499,0.000279982,0.000861445,0.000579527,0.00025071,0.000930138,0.05446994,0.89149225,9,9
0.002575794,0.001193102,0.066660464,0.30259922,0.20021932,0.25755775,0.10071744,0.06534199,0.001025712,0.002109292,7,3
0.06950924,0.05222843,0.016579395,0.13731672,0.13968846,0.095758885,0.054286297,0.1365271,0.18771496,0.11039055,4,8
0.27434504,0.025873195,0.04856339,0.10837485,0.004022558,0.43546727,0.003469751,0.018614333,0.050418813,0.03085076,5,5
0.026921768,0.03190037,0.018314553,0.009289498,0.02087882,0.010861064,0.000959687,0.3318886,0.052606434,0.49637914,9,9
0.16830657,0.1880199,0.11414616,0.071788035,0.01260282,0.021704096,0.017349165,0.030896658,0.35547018,0.019716522,8,8
0.52540195,0.027928585,0.11565514,0.114513084,0.05032338,0.02969144,0.02250481,0.060930327,0.04062292,0.012428278,0,0
0.014241278,0.002643263,0.035648543,0.03717912,0.029915929,0.0372935,0.015815351,0.82190645,0.000706885,0.004649685,7,7
